title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place,status,last_verified
DAV Chapter 4 - Owensboro #4,dav-chapter-4-ky,local,Chapter 4,dav,DAV,world-war-1,World War I,KY,kentucky,Mclean County,mclean-county,ky_21149,736 Frederica St,Owensboro,42301,37.7686012,-87.1134117,true,270-929-5175,,http://www.davmembersportal.org/chapters/KY/04,,,,,,4,"First, Tuesday, 6:00PM","736 Frederica St, Owensboro, KY 42301",,
DAV Chapter 6 - Fred Battle Memorial #6,dav-chapter-6-ky,local,Chapter 6,dav,DAV,world-war-1,World War I,KY,kentucky,Jefferson County,jefferson-county,ky_21111,1111 Swan St,Louisville,40204,,,false,502-549-5958,,http://www.davmembersportal.org/chapters/KY/06,,,,,,6,"Second, Tuesday, 6:30PM","1111 Swan St, Louisville, KY 40204",,
DAV Chapter 7 - Miles Meredith #7,dav-chapter-7-ky,local,Chapter 7,dav,DAV,world-war-1,World War I,KY,kentucky,Mccracken County,mccracken-county,ky_21145,1133 Murray Ave,Paducah,42002,,,false,270-994-2129,,http://www.davmembersportal.org/chapters/KY/07,,,,,,7,"First, Thursday, 6:00PM","1133 Murray Ave, Paducah, KY 42002",,
DAV Chapter 8 - Jouett Henry #8,dav-chapter-8-ky,local,Chapter 8,dav,DAV,world-war-1,World War I,KY,kentucky,Todd County,todd-county,ky_21219,807 N Main St,Hopkinsville,42240,,,false,270-498-1342,,http://www.davmembersportal.org/chapters/KY/08,,,,,,8,"Fourth, Tuesday, 7:00PM","807 N Main St, Hopkinsville, KY 42240",,
DAV Chapter 11 - Ohio County #11,dav-chapter-11-ky,local,Chapter 11,dav,DAV,world-war-1,World War I,KY,kentucky,Ohio County,ohio-county,ky_21183,309 W 2nd St,Beaver Dam,42320,37.40328880000001,-86.8778402,true,270-929-6782,,http://www.davmembersportal.org/chapters/KY/11,,,,,,11,"Second, Tuesday, 6:30PM","309 W 2nd St, Beaver Dam, KY 42320",,
DAV Chapter 12 - Wm Mc Clanahan #12,dav-chapter-12-ky,local,Chapter 12,dav,DAV,world-war-1,World War I,KY,kentucky,Scott County,scott-county,ky_21209,3960 Lexington Road,Paris,40361,,,false,859-797-0299,,http://www.davmembersportal.org/chapters/KY/12,,,,,,12,"First, Thursday, 6:00PM","3960 Lexington Road, Paris, KY 40361",,
DAV Chapter 15 - Salyersville #15,dav-chapter-15-ky,local,Chapter 15,dav,DAV,world-war-1,World War I,KY,kentucky,Morgan County,morgan-county,ky_21175,74 South Church St,Salyersville,41465,,,false,606-884-2109,,http://www.davmembersportal.org/chapters/KY/15,,,,,,15,"First, Thursday, 6:00PM","74 South Church St, Salyersville, KY 41465",,
DAV Chapter 18 - Big Sandy #18,dav-chapter-18-ky,local,Chapter 18,dav,DAV,world-war-1,World War I,KY,kentucky,Floyd County,floyd-county,ky_21071,234 John Cc Mayo Ave,Auxier,41602,,,false,606-793-4842,,http://www.davmembersportal.org/chapters/KY/18,,,,,,18,"First, Friday, 6:00PM","234 John Cc Mayo Ave, Auxier, KY 41602",,
DAV Chapter 19 - Northern Kentucky #19,dav-chapter-19-ky,local,Chapter 19,dav,DAV,world-war-1,World War I,KY,kentucky,Kenton County,kenton-county,ky_21117,860 Dolwick Dr,Erlanger,41018,,,false,606-922-4915,,http://www.davmembersportal.org/chapters/KY/19,,,,,,19,"Third, Tuesday, 4:30PM","860 Dolwick Dr, Erlanger, KY 41018",,
DAV Chapter 20 - Glasgow #20,dav-chapter-20-ky,local,Chapter 20,dav,DAV,world-war-1,World War I,KY,kentucky,Metcalfe County,metcalfe-county,ky_21169,1770 Cleveland Ave,Glasgow,42141,,,false,270-702-1502,,http://www.davmembersportal.org/chapters/KY/20,,,,,,20,"Fourth, Tuesday, 6:00PM","1770 Cleveland Ave, Glasgow, KY 42141",,
DAV Chapter 32 - Wand B Doyle #32,dav-chapter-32-ky,local,Chapter 32,dav,DAV,world-war-1,World War I,KY,kentucky,Grayson County,grayson-county,ky_21085,100 Veterans Dr,Brownsville,42210,40.7092122,-74.01375879999999,true,270-784-8285,,http://www.davmembersportal.org/chapters/KY/32,,,,,,32,"First, Thursday, 6:00PM","100 Veterans Dr, Brownsville, KY 42210",,
DAV Chapter 41 - Casey County #41,dav-chapter-41-ky,local,Chapter 41,dav,DAV,world-war-1,World War I,KY,kentucky,Russell County,russell-county,ky_21207,1296 W KY-70,Liberty,42539,37.8393332,-84.2700179,true,606-787-5589,,http://www.davmembersportal.org/chapters/KY/41,,,,,,41,"Tuesday, 6:00PM","1296 W KY-70, Liberty, KY 42539",,
DAV Chapter 51 - J B Glover #51,dav-chapter-51-ky,local,Chapter 51,dav,DAV,world-war-1,World War I,KY,kentucky,Wayne County,wayne-county,ky_21231,129 Main St,Russell Springs,42642,,,false,270-566-0291,,http://www.davmembersportal.org/chapters/KY/51,,,,,,51,"Second, Monday, 6:00PM","129 Main St, Russell Springs, KY 42642",,
DAV Chapter 55 - Madison County #55,dav-chapter-55-ky,local,Chapter 55,dav,DAV,world-war-1,World War I,KY,kentucky,Madison County,madison-county,ky_21151,1215 W Main St,Richmond,40475,,,false,859-575-1738,,http://www.davmembersportal.org/chapters/KY/55,,,,,,55,"Second, Saturday, 11:00AM","1215 W Main St, Richmond, KY 40475",,
DAV Chapter 64 - Hazard #64,dav-chapter-64-ky,local,Chapter 64,dav,DAV,world-war-1,World War I,KY,kentucky,Perry County,perry-county,ky_21193,165 Industrial Dr,Hazard,41701,,,false,606-439-3812,,http://www.davmembersportal.org/chapters/KY/64,,,,,,64,"Friday, 6:00PM","165 Industrial Dr, Hazard, KY 41701",,
DAV Chapter 66 - London #66,dav-chapter-66-ky,local,Chapter 66,dav,DAV,world-war-1,World War I,KY,kentucky,Whitley County,whitley-county,ky_21235,300 DAV Ln,London,40741,,,false,606-877-1308,,http://www.davmembersportal.org/chapters/KY/66,,,,,,66,"Third, Thursday, 6:00PM","300 DAV Ln, London, KY 40741",,
DAV Chapter 89 - H Richardson Mem #89,dav-chapter-89-ky,local,Chapter 89,dav,DAV,world-war-1,World War I,KY,kentucky,Jefferson County,jefferson-county,ky_21111,1111 Swan St,Louisville,40204,,,false,502-287-6851,,http://www.davmembersportal.org/chapters/KY/89,,,,,,89,"Second, Tuesday, 6:30PM","1111 Swan St, Louisville, KY 40204",,
DAV Chapter 90 - Fred Denton #90,dav-chapter-90-ky,local,Chapter 90,dav,DAV,world-war-1,World War I,KY,kentucky,Whitley County,whitley-county,ky_21235,100 Briar Creek Rd,Williamsburg,40769,36.7048853,-84.20059479999999,true,606-539-9463,,http://www.davmembersportal.org/chapters/KY/90,,,,,,90,"Second, Tuesday, 6:00PM","100 Briar Creek Rd, Williamsburg, KY 40769",,
DAV Chapter 94 - Daniel Boone #94,dav-chapter-94-ky,local,Chapter 94,dav,DAV,world-war-1,World War I,KY,kentucky,Lee County,lee-county,ky_21129,532 Stacy Lane Rd,Irvine,40336,37.6942168,-84.0136567,true,606-663-2504,,http://www.davmembersportal.org/chapters/KY/94,,,,,,94,"2nd Tuesday, 7:00 PM","532 Stacy Lane Rd, Irvine, KY 40336",defunct,2026-04-29
DAV Chapter 101 - Screaming Eagles #101,dav-chapter-101-ky,local,Chapter 101,dav,DAV,world-war-1,World War I,KY,kentucky,Montgomery County,montgomery-county,tn_47125,1610 101st Airbourne Division rd,Ft. Campbell,42223,36.6634467,-87.47739020000002,true,931-801-3158,,http://www.davmembersportal.org/chapters/KY/101,,,,,,101,"First, Friday, 6:00PM","1610 101st Airbourne Division rd, Ft. Campbell, KY 42223",,
DAV Chapter 103 - Powell County #103,dav-chapter-103-ky,local,Chapter 103,dav,DAV,world-war-1,World War I,KY,kentucky,Hardin County,hardin-county,ky_21093,404 S Mulberry,Elizabethtown,42701,,,false,606-663-5795,,http://www.davmembersportal.org/chapters/KY/103,,,,,,103,"2nd Thursday, 6:00 PM","404 S Mulberry, Elizabethtown, KY 42701",defunct,2026-04-29
DAV Chapter 105 - Wayne County #105,dav-chapter-105-ky,local,Chapter 105,dav,DAV,world-war-1,World War I,KY,kentucky,Wayne County,wayne-county,ky_21231,113 W. Monticello,Monticello,42633,,,false,606-307-6127,,http://www.davmembersportal.org/chapters/KY/105,,,,,,105,"First, Monday, 6:00PM","113 W. Monticello, Monticello, KY 42633",,
DAV Chapter 106 - Graves County #106,dav-chapter-106-ky,local,Chapter 106,dav,DAV,world-war-1,World War I,KY,kentucky,Marshall County,marshall-county,ky_21157,902 N 15th St,Mayfield,42066,,,false,270-559-6971,,http://www.davmembersportal.org/chapters/KY/106,,,,,,106,"Second, Thursday, 6:00PM","902 N 15th St, Mayfield, KY 42066",,
DAV Chapter 118 - Benton #118,dav-chapter-118-ky,local,Chapter 118,dav,DAV,world-war-1,World War I,KY,kentucky,Marshall County,marshall-county,ky_21157,1150 Birch St,Benton,42025,,,false,270-912-0115,,http://www.davmembersportal.org/chapters/KY/118,,,,,,118,"Third, Friday, 11:00AM","1150 Birch St, Benton, KY 42025",,
DAV Chapter 128 - M Vanderpool Mem #128,dav-chapter-128-ky,local,Chapter 128,dav,DAV,world-war-1,World War I,KY,kentucky,Floyd County,floyd-county,ky_21071,"(DAV McDowell Building)
8920 KY-122",Minnie,41651,37.8393332,-84.2700179,true,606-601-9771,,http://www.davmembersportal.org/chapters/KY/128,,,,,,128,"First, Thursday, 5:00PM","(DAV McDowell Building)
8920 KY-122, Minnie, KY 41651",,
DAV Chapter 132 - Morgan County #132,dav-chapter-132-ky,local,Chapter 132,dav,DAV,world-war-1,World War I,KY,kentucky,Rowan County,rowan-county,ky_21205,450 Prestonburg St,West Liberty,41472,37.6656527,-82.7715486,true,606-743-4464,,http://www.davmembersportal.org/chapters/KY/132,,,,,,132,"First, Friday, 7:00PM","450 Prestonburg St, West Liberty, KY 41472",,
DAV Chapter 133 - Leslie County #133,dav-chapter-133-ky,local,Chapter 133,dav,DAV,world-war-1,World War I,KY,kentucky,Leslie County,leslie-county,ky_21131,20 Dryhill Rd,Hyden,41749,,,false,606-672-2662,,http://www.davmembersportal.org/chapters/KY/133,,,,,,133,"First, Thursday, 6:00PM","20 Dryhill Rd, Hyden, KY 41749",,
DAV Chapter 134 - Pikeville #134,dav-chapter-134-ky,local,Chapter 134,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,113 W River Dr,Pikeville,41501,,,false,606-478-5532,,http://www.davmembersportal.org/chapters/KY/134,,,,,,134,"Fourth, Tuesday, 6:00PM","113 W River Dr, Pikeville, KY 41501",,
DAV Chapter 137 - Manchester #137,dav-chapter-137-ky,local,Chapter 137,dav,DAV,world-war-1,World War I,KY,kentucky,Laurel County,laurel-county,ky_21125,211 Bridge St,Manchester,40962,,,false,606-813-6474,,http://www.davmembersportal.org/chapters/KY/137,,,,,,137,"Third, Friday, 5:00PM","211 Bridge St, Manchester, KY 40962",,
DAV Chapter 140 - Elkhorn City #140,dav-chapter-140-ky,local,Chapter 140,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,260 Russell St,Elkhorn City,41522,37.3052632,-82.3500543,true,606-754-9161,,http://www.davmembersportal.org/chapters/KY/140,,,,,,140,"First, Friday, 5:00PM","260 Russell St, Elkhorn City, KY 41522",,
DAV Chapter 141 - Belfry #141,dav-chapter-141-ky,local,Chapter 141,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,25320 US Hwy 119,Belfry,41514,37.62038039999999,-82.2690293,true,606-237-0336,,http://www.davmembersportal.org/chapters/KY/141,,,,,,141,"Third, Saturday, 2:00PM","25320 US Hwy 119, Belfry, KY 41514",,
DAV Chapter 143 - Bath County #143,dav-chapter-143-ky,local,Chapter 143,dav,DAV,world-war-1,World War I,KY,kentucky,Rowan County,rowan-county,ky_21205,164 Main St,Salt Lick,40371,38.1192721,-83.61594559999999,true,606-359-1233,,http://www.davmembersportal.org/chapters/KY/143,,,,,,143,"Third, Saturday, 1:00PM","164 Main St, Salt Lick, KY 40371",,
DAV Chapter 147 - Grayson #147,dav-chapter-147-ky,local,Chapter 147,dav,DAV,world-war-1,World War I,KY,kentucky,Lawrence County,lawrence-county,ky_21127,Rt 3295 Rt 182,Grayson,41143,,,false,606-286-6222,,http://www.davmembersportal.org/chapters/KY/147,,,,,,147,"Second, Tuesday, 7:00PM","Rt 3295 Rt 182, Grayson, KY 41143",,
DAV Chapter 155 - Henry County #155,dav-chapter-155-ky,local,Chapter 155,dav,DAV,world-war-1,World War I,KY,kentucky,,,ky_unknown,5333 S Main St,Eminence,40019,,,false,502-655-9402,,http://www.davmembersportal.org/chapters/KY/155,,,,,,155,"Monday, 6:00PM","5333 S Main St, Eminence, KY 40019",,
DAV Chapter 156 - Radcliff #156,dav-chapter-156-ky,local,Chapter 156,dav,DAV,world-war-1,World War I,KY,kentucky,Hardin County,hardin-county,ky_21093,230 Freedom Way,Radcliff,40160,,,false,270-304-5104,,http://www.davmembersportal.org/chapters/KY/156,,,,,,156,"Fourth, Thursday, 7:00PM","230 Freedom Way, Radcliff, KY 40160",,
DAV Chapter 158 - Keavy #158,dav-chapter-158-ky,local,Chapter 158,dav,DAV,world-war-1,World War I,KY,kentucky,Laurel County,laurel-county,ky_21125,810 N Laurel Lk Rd,Keavy,40737,,,false,606-309-7927,,http://www.davmembersportal.org/chapters/KY/158,,,,,,158,"Second, Tuesday, 7:00PM","810 N Laurel Lk Rd, Keavy, KY 40737",,
DAV Chapter 162 - Science Hill #162,dav-chapter-162-ky,local,Chapter 162,dav,DAV,world-war-1,World War I,KY,kentucky,Pulaski County,pulaski-county,ky_21199,349 W Hwy 635,Science Hill,42553,,,false,606-416-8678,,http://www.davmembersportal.org/chapters/KY/162,,,,,,162,"Fourth, Thursday, 7:30PM","349 W Hwy 635, Science Hill, KY 42553",,
DAV Chapter 165 - Jack Welch #165,dav-chapter-165-ky,local,Chapter 165,dav,DAV,world-war-1,World War I,KY,kentucky,Rockcastle County,rockcastle-county,ky_21203,1296 Main St.,McKee,40447,,,false,859-200-6891,,http://www.davmembersportal.org/chapters/KY/165,,,,,,165,"First, Monday, 7:00PM","1296 Main St., McKee, KY 40447",,
DAV Chapter 166 - Johns Creek Mem #166,dav-chapter-166-ky,local,Chapter 166,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,4962 Zebulon Hwy,Pikeville,41501,,,false,907-362-3208,,http://www.davmembersportal.org/chapters/KY/166,,,,,,166,"Second, Saturday, 3:00PM","4962 Zebulon Hwy, Pikeville, KY 41501",,
DAV Chapter 169 - Betsy Layne #169,dav-chapter-169-ky,local,Chapter 169,dav,DAV,world-war-1,World War I,KY,kentucky,Pike County,pike-county,ky_21195,"135 Church St
(DAV Building)",Betsy Layne,41605,,,false,606-205-9270,,http://www.davmembersportal.org/chapters/KY/169,,,,,,169,"First, Saturday, 4:00PM","135 Church St
(DAV Building), Betsy Layne, KY 41605",,
DAV Chapter 171 - Knott County #171,dav-chapter-171-ky,local,Chapter 171,dav,DAV,world-war-1,World War I,KY,kentucky,Knott County,knott-county,ky_21119,1401 Hwy S 550,Hindman,41822,37.2148205,-82.9437726,true,606-642-3038,,http://www.davmembersportal.org/chapters/KY/171,,,,,,171,"Third, Wednesday, 6:00PM","1401 Hwy S 550, Hindman, KY 41822",,
DAV Chapter 173 - Goshen #173,dav-chapter-173-ky,local,Chapter 173,dav,DAV,world-war-1,World War I,KY,kentucky,,,ky_unknown,309 N 1st Ave,La Grange,40031,,,false,502-566-4482,,http://www.davmembersportal.org/chapters/KY/173,,,,,,173,"Second, Tuesday, 6:30PM","309 N 1st Ave, La Grange, KY 40031",,
DAV Chapter 2 - Lafayette #2,dav-chapter-2-la,local,Chapter 2,dav,DAV,world-war-1,World War I,LA,louisiana,St. Martin Parish,st-martin-parish,la_22099,108 Broad View Dr,Broussard,70518,,,false,337-441-5450,,http://www.davmembersportal.org/chapters/LA/02,,,,,,2,"First, Tuesday, 6:00PM","108 Broad View Dr, Broussard, LA 70518",,
DAV Chapter 5 - Capital City #5,dav-chapter-5-la,local,Chapter 5,dav,DAV,world-war-1,World War I,LA,louisiana,Livingston Parish,livingston-parish,la_22063,133 Hummel St,Denham Springs,70726,,,false,225-892-4968,,http://www.davmembersportal.org/chapters/LA/05,,,,,,5,"Second, Monday, 6:00PM","133 Hummel St, Denham Springs, LA 70726",,
DAV Chapter 7 - Paul P Benoit Mem #7,dav-chapter-7-la,local,Chapter 7,dav,DAV,world-war-1,World War I,LA,louisiana,Rapides Parish,rapides-parish,la_22079,2450 Highway 28 E,Pineville,71360,31.3328289,-92.4137497,true,318-541-2632,,http://www.davmembersportal.org/chapters/LA/07,,,,,,7,"Fourth, Thursday, 6:00PM","2450 Highway 28 E, Pineville, LA 71360",,
DAV Chapter 8 - Mcclendon #8,dav-chapter-8-la,local,Chapter 8,dav,DAV,world-war-1,World War I,LA,louisiana,Ouachita Parish,ouachita-parish,la_22073,4500 Cypress St.,West Monroe,71291,,,false,318-512-4431,,http://www.davmembersportal.org/chapters/LA/08,,,,,,8,"First, Tuesday, 5:15PM","4500 Cypress St., West Monroe, LA 71291",,
DAV Chapter 9 - Bayou #9,dav-chapter-9-la,local,Chapter 9,dav,DAV,world-war-1,World War I,LA,louisiana,Lafourche Parish,lafourche-parish,la_22057,921 Veterans St,Lockport,70374,,,false,985-691-1606,,http://www.davmembersportal.org/chapters/LA/09,,,,,,9,"Second, Monday, 6:30PM","921 Veterans St, Lockport, LA 70374",,
DAV Chapter 15 - Alvin E Armstrong #15,dav-chapter-15-la,local,Chapter 15,dav,DAV,world-war-1,World War I,LA,louisiana,Orleans Parish,orleans-parish,la_22071,2201 Barracks St,New Orleans,70119,,,false,504-812-4055,,http://www.davmembersportal.org/chapters/LA/15,,,,,,15,"Third, Thursday, 6:00PM","2201 Barracks St, New Orleans, LA 70119",,
DAV Chapter 17 - Louis L Lust #17,dav-chapter-17-la,local,Chapter 17,dav,DAV,world-war-1,World War I,LA,louisiana,Calcasieu Parish,calcasieu-parish,la_22019,5516 Hwy 90 E,Lake Charles,70615,,,false,337-602-1317,,http://www.davmembersportal.org/chapters/LA/17,,,,,,17,"First, Thursday, 7:00PM","5516 Hwy 90 E, Lake Charles, LA 70615",,
DAV Chapter 19 - Acadian #19,dav-chapter-19-la,local,Chapter 19,dav,DAV,world-war-1,World War I,LA,louisiana,St. Landry Parish,st-landry-parish,la_22097,"3809 Hwy 190
(Veterans of Foreign Wars)",Eunice,70535,30.4959216,-92.3772137,true,337-384-5808,,http://www.davmembersportal.org/chapters/LA/19,,,,,,19,"Fourth, Monday, 5:30PM","3809 Hwy 190
(Veterans of Foreign Wars), Eunice, LA 70535",,
DAV Chapter 20 - Jack Redell Mem #20,dav-chapter-20-la,local,Chapter 20,dav,DAV,world-war-1,World War I,LA,louisiana,Vernon Parish,vernon-parish,la_22115,300 S First St,Leesville,71446,,,false,337-353-9197,,http://www.davmembersportal.org/chapters/LA/20,,,,,,20,"Third, Monday, 6:00PM","300 S First St, Leesville, LA 71446",,
DAV Chapter 21 - Sabine #21,dav-chapter-21-la,local,Chapter 21,dav,DAV,world-war-1,World War I,LA,louisiana,Sabine Parish,sabine-parish,la_22085,29340 Highway 191,Many,71449,31.5683773,-93.4840608,true,318-315-2685,,http://www.davmembersportal.org/chapters/LA/21,,,,,,21,"Second, Thursday, 5:30PM","29340 Highway 191, Many, LA 71449",,
DAV Chapter 23 - Westbank #23,dav-chapter-23-la,local,Chapter 23,dav,DAV,world-war-1,World War I,LA,louisiana,Jefferson Parish,jefferson-parish,la_22051,701 Fourth Street,Westwego,70094,,,false,504-432-6113,,http://www.davmembersportal.org/chapters/LA/23,,,,,,23,"Third, Tuesday, 6:00PM","701 Fourth Street, Westwego, LA 70094",,
DAV Chapter 30 - Shrvprt Bossier #30,dav-chapter-30-la,local,Chapter 30,dav,DAV,world-war-1,World War I,LA,louisiana,Red River Parish,red-river-parish,la_22081,7012 Suntan Drive,Shreveport,71108,32.4398669,-93.787595,true,318-687-4178,,http://www.davmembersportal.org/chapters/LA/30,,,,,,30,"First, Thursday, 5:30PM","7012 Suntan Drive, Shreveport, LA 71108",,
DAV Chapter 32 - Toxie C Camp #32,dav-chapter-32-la,local,Chapter 32,dav,DAV,world-war-1,World War I,LA,louisiana,Washington Parish,washington-parish,la_22117,202 Arkansas Ave,Bogalusa,70427,,,false,985-516-0772,,http://www.davmembersportal.org/chapters/LA/32,,,,,,32,"1st Monday, 6:30 PM","202 Arkansas Ave, Bogalusa, LA 70427",defunct,2026-04-29
DAV Chapter 33 - John P April #33,dav-chapter-33-la,local,Chapter 33,dav,DAV,world-war-1,World War I,LA,louisiana,Jefferson Parish,jefferson-parish,la_22051,2431 Metairie Rd,Metairie,70001,,,false,504-913-1379,,http://www.davmembersportal.org/chapters/LA/33,,,,,,33,"Last, Tuesday, 7:00PM","2431 Metairie Rd, Metairie, LA 70001",,
DAV Chapter 37 - Jefferson #37,dav-chapter-37-la,local,Chapter 37,dav,DAV,world-war-1,World War I,LA,louisiana,Orleans Parish,orleans-parish,la_22071,3001 River Road,Jefferson,70121,,,false,504-628-6333,,http://www.davmembersportal.org/chapters/LA/37,,,,,,37,"Third, Tuesday, 7:00PM","3001 River Road, Jefferson, LA 70121",,
DAV Chapter 41 - Ville Platte #41,dav-chapter-41-la,local,Chapter 41,dav,DAV,world-war-1,World War I,LA,louisiana,St. Landry Parish,st-landry-parish,la_22097,1612 W Main St,Ville Platte,70586,30.6942661,-92.29394030000002,true,337-278-4820,,http://www.davmembersportal.org/chapters/LA/41,,,,,,41,"Second, Wednesday, 6:00PM","1612 W Main St, Ville Platte, LA 70586",,
DAV Chapter 47 - Mansura #47,dav-chapter-47-la,local,Chapter 47,dav,DAV,world-war-1,World War I,LA,louisiana,Avoyelles Parish,avoyelles-parish,la_22009,1832 L'Eglise St,Mansura,71350,,,false,318-446-0289,,http://www.davmembersportal.org/chapters/LA/47,,,,,,47,"Third, Thursday, 6:30PM","1832 L'Eglise St, Mansura, LA 71350",,
